preparation_utilization,training_utilization,finetuning_utilization,inference_utilization,composite_utilization,ambient_temperature_c,gpu_power_mw,cpu_power_mw,storage_power_mw,network_power_mw,it_power_mw,dynamic_pue,cooling_power_mw,auxiliary_power_mw,facility_power_mw,solar_generation_mw,wind_generation_mw,renewable_generation_mw,renewable_to_load_mw,renewable_curtailed_mw,battery_charge_mw,battery_discharge_mw,battery_soc_mwh,grid_power_mw,tariff_per_kwh,grid_capacity_mw,grid_capacity_exceeded,it_energy_kwh,facility_energy_kwh,grid_energy_kwh,cost,carbon_kg,water_l,timestamp
0.18,0.03,0.16271874660466967,0.24042727530711427,0.16650687607937983,19.050252531694166,1.8151419647554685,0.5332035379517938,0.20583478039203268,0.20357551453084619,2.757755797630141,1.2382888994743275,0.56514263087116,0.09199996316507253,3.4148983916663735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4148983916663735,0.08,15.0,False,689.4389494075352,853.7245979165934,853.7245979165934,68.29796783332748,384.17606906246704,344.7194747037676,2026-01-01 00:00:00
0.13740173031203412,0.07054105961166372,0.1935398641489112,0.2616268391877864,0.26721605540553106,19.419449771870642,2.2886974734563315,0.5934952393034646,0.20483342248852118,0.2133432640072734,3.3003693992555907,1.2333868047636438,0.662425895023493,0.10783677360847566,4.070632067887559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.070632067887559,0.08,15.0,False,825.0923498138977,1017.6580169718899,1017.6580169718899,81.4126413577512,457.94610763735045,412.54617490694886,2026-01-01 00:15:00
0.2207468130403137,0.15854655145129168,0.28873442989292497,0.23756902937151578,0.31300212143485,18.95531777850356,2.5039930794279233,0.6209060457222868,0.21542376456663634,0.23177106382547671,3.572093953542323,1.231218786188904,0.7103042961580696,0.11563093193270901,4.398029181633102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.398029181633102,0.08,15.0,False,893.0234883855808,1099.5072954082755,1099.5072954082755,87.96058363266204,494.778282933724,446.5117441927904,2026-01-01 00:30:00
0.3022271026322245,0.24549704202499711,0.3347851326057377,0.2675243822197989,0.3654768152208915,18.63714177784564,2.7507400043461976,0.6523211420167598,0.22663888373795357,0.25060906955116163,3.8803090996520724,1.2289912977797655,0.7641590342037266,0.12439798231223453,4.7688661161680335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7688661161680335,0.08,15.0,False,970.0772749130181,1192.2165290420085,1192.2165290420085,95.37732232336067,536.4974380689039,485.03863745650904,2026-01-01 00:45:00
0.1854650791303673,0.3907803085312859,0.12508340146267494,0.3321006655418176,0.33343237869727244,18.298546960695717,2.6000603985693442,0.6331370556227311,0.21929314901619135,0.2666878927217546,3.7191784959300214,1.2301250796895158,0.7360535730696692,0.11982267468576013,4.575054743685451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.575054743685451,0.08,15.0,False,929.7946239825053,1143.7636859213626,1143.7636859213626,91.50109487370901,514.6936586646132,464.89731199125265,2026-01-01 01:00:00
0.13361518331718078,0.47425599386506234,0.17211345462625657,0.33678836972135395,0.36540492013163967,18.255400673313286,2.7504019386823573,0.6522781004859001,0.21857999892089292,0.28342728797602934,3.9046873260651793,1.228825624049068,0.768403562128882,0.12508895197446923,4.7981798401685305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7981798401685305,0.08,15.0,False,976.1718315162948,1199.5449600421325,1199.5449600421325,95.9635968033706,539.7952320189596,488.0859157581474,2026-01-01 01:15:00
0.1820508000688898,0.5561503438233213,0.21812020130838228,0.34556865767835937,0.3383845707336718,17.99654724799139,2.6233466355804373,0.6361017911641434,0.22621585122201485,0.30010369209526105,3.785767970061857,1.2296483687309068,0.7476800772978429,0.12171536142057904,4.655163408780279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.655163408780279,0.08,15.0,False,946.4419925154642,1163.7908521950696,1163.7908521950696,93.10326817560558,523.7058834877813,473.2209962577321,2026-01-01 01:30:00
0.19057012073517665,0.6115964689976828,0.16052311026516572,0.32979079551753865,0.3511791644363441,18.013427943396753,2.683509476445893,0.6437615479767698,0.2269049821559978,0.3049867800104978,3.8591627865891582,1.2291362552766447,0.7604757341029379,0.12379837531908289,4.743436896011179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.743436896011179,0.08,15.0,False,964.7906966472896,1185.8592240027947,1185.8592240027947,94.86873792022358,533.6366508012576,482.3953483236448,2026-01-01 01:45:00
0.21323431892450195,0.7246831273823702,0.2517413069988049,0.2861187380119748,0.45183111927134145,18.05516143059162,3.156795903686656,0.7040189906644961,0.23250350398635963,0.3260986159120841,4.419417014249595,1.225687206214529,0.857769055976934,0.13963682306601255,5.416822893292542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.416822893292542,0.08,15.0,False,1104.8542535623988,1354.2057233231355,1354.2057233231355,108.33645786585085,609.392575495411,552.4271267811994,2026-01-01 02:00:00
0.17413791035187193,0.8229580483001515,0.3842903712863863,0.27203500101446254,0.4549331714126784,18.068791936064873,3.171382398082068,0.7058761004387414,0.23435821623152472,0.3489695701681002,4.460586284920435,1.2254658515567647,0.86491050124793,0.14079938392408164,5.466296170092447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.466296170092447,0.08,15.0,False,1115.1465712301087,1366.5740425231118,1366.5740425231118,109.32592340184894,614.9583191354003,557.5732856150544,2026-01-01 02:15:00
0.247836988458271,0.925183537500433,0.33195249697370716,0.24805616379330475,0.5032944418117171,18.20638870686659,3.398787150642591,0.7348286079598615,0.2416535535422205,0.36135572558047574,4.736625037725148,1.2240951667476299,0.9128511087790137,0.14860366887100218,5.798079815375164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.798079815375164,0.08,15.0,False,1184.156259431287,1449.519953843791,1449.519953843791,115.96159630750329,652.283979229706,592.0781297156435,2026-01-01 02:30:00
0.29472094831227996,0.8391631558964686,0.4029174255904816,0.2180096676983901,0.4268881251903023,17.964387261523058,3.0395087573748407,0.6890863344755285,0.24338182336719494,0.34932191737633517,4.3212988325939,1.2262324716428574,0.8407515794203969,0.13686653618471578,5.298916948199013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.298916948199013,0.08,15.0,False,1080.324708148475,1324.7292370497532,1324.7292370497532,105.97833896398026,596.128156672389,540.1623540742376,2026-01-01 02:45:00
