timestamp,forecast_mw,lower_95_mw,upper_95_mw
2026-01-08 00:00:00,3.7718724550280633,1.8041528390840886,5.739592070972038
2026-01-08 00:15:00,3.8153250733739883,1.8374885803791938,5.7931615663687825
2026-01-08 00:30:00,4.117531058658621,2.129629174995045,6.105432942322196
2026-01-08 00:45:00,4.385557516066509,2.3876409499595965,6.3834740821734215
2026-01-08 01:00:00,4.4229792290617125,2.4150979299865702,6.430860528136854
2026-01-08 01:15:00,4.037191577604869,2.0193947550216524,6.054988400188085
2026-01-08 01:30:00,4.227822092665584,2.200158234113539,6.255485951217629
2026-01-08 01:45:00,4.602253677050457,2.56477056562857,6.6397367884723435
2026-01-08 02:00:00,5.17715394652373,3.1298986777844706,7.224409215262989
2026-01-08 02:15:00,5.342056317654376,3.2850753159356185,7.399037319373134
2026-01-08 02:30:00,5.835543782988369,3.7688828172072983,7.902204748769439
2026-01-08 02:45:00,5.534818074587531,3.4585222735191024,7.61111387565596
2026-01-08 03:00:00,5.581433295197002,3.4955471622583807,7.667319428135622
2026-01-08 03:15:00,5.775159378843604,3.679726806404949,7.870591951282259
2026-01-08 03:30:00,5.663137976730018,3.558202259970923,7.768073693489113
2026-01-08 03:45:00,5.498704880634438,3.384308730964427,7.613101030304449
2026-01-08 04:00:00,5.2888541064926065,3.1650396645531487,7.412668548432064
2026-01-08 04:15:00,5.553648409546851,3.4204572578115315,7.68683956128217
2026-01-08 04:30:00,4.829781897293456,2.6872550722821327,6.9723087223047795
2026-01-08 04:45:00,4.778936026881486,2.627114031003494,6.930758022759479
2026-01-08 05:00:00,4.834386351138851,2.6733091641796274,6.995463538098074
2026-01-08 05:15:00,4.923889893062644,2.753596983327455,7.0941828027978335
2026-01-08 05:30:00,5.309500521195494,3.130030856323308,7.48897018606768
2026-01-08 05:45:00,5.71058745699665,3.521979514456615,7.899195399536684
2026-01-08 06:00:00,5.5954973041423095,3.397789081424706,7.7932055268599125
2026-01-08 06:15:00,5.915927828387792,3.7091568529008,8.122698803874783
2026-01-08 06:30:00,6.034101004700761,3.818304343383876,8.249897666017647
2026-01-08 06:45:00,6.318274317311211,4.093488585975651,8.54306004864677
2026-01-08 07:00:00,6.510251582389849,4.2765129547958445,8.743990209983853
2026-01-08 07:15:00,6.876634535095484,4.6339787517758975,9.11929031841507
2026-01-08 07:30:00,7.2253151272580185,4.973777504097341,9.476852750418697
2026-01-08 07:45:00,7.044023527354044,4.783638963931422,9.304408090776667
2026-01-08 08:00:00,6.599520131592936,4.330323119297502,8.86871714388837
2026-01-08 08:15:00,6.362007877110276,4.084032507036717,8.639983247183835
2026-01-08 08:30:00,5.940946627046499,3.65422659767845,8.227666656414547
2026-01-08 08:45:00,5.795051770453096,3.499620395141637,8.090483145764555
2026-01-08 09:00:00,5.748479330053932,3.4443695442981626,8.052589115809702
2026-01-08 09:15:00,6.220719963600919,3.9079643321372872,8.533475595064552
2026-01-08 09:30:00,6.29197686926508,3.970607592971886,8.613346145558275
2026-01-08 09:45:00,6.541643755435153,4.21169267805837,8.871594832811937
2026-01-08 10:00:00,6.957176158836156,4.618674773542473,9.29567754412984
2026-01-08 10:15:00,6.8798692901732785,4.532848745936028,9.226889834410528
2026-01-08 10:30:00,6.806717905125724,4.451209012949137,9.16222679730231
2026-01-08 10:45:00,6.610251380392382,4.2462846193794,8.974218141405364
2026-01-08 11:00:00,6.733858766335238,4.361464289603879,9.106253243066597
2026-01-08 11:15:00,6.469147258091235,4.0883548985443765,8.849939617638093
2026-01-08 11:30:00,6.992510268655578,4.603349544608754,9.381670992702402
2026-01-08 11:45:00,6.896893488520898,4.4993936091926034,9.294393367849192
2026-01-08 12:00:00,7.094920784652789,4.689110655521558,9.50073091378402
2026-01-08 12:15:00,7.080391300220676,4.666299528253074,9.49448307218828
2026-01-08 12:30:00,7.209850195978257,4.787505094731756,9.632195297224758
2026-01-08 12:45:00,7.074632212759516,4.644061807364073,9.505202618154959
2026-01-08 13:00:00,6.861623969621799,4.422856001643826,9.300391937599771
2026-01-08 13:15:00,6.113783794170734,3.666845726362999,8.56072186197847
2026-01-08 13:30:00,6.547843790747774,4.092762811688653,9.002924769806896
2026-01-08 13:45:00,7.1333859911953805,4.670189019820752,9.59658296257001
2026-01-08 14:00:00,7.176450523993595,4.705164214024556,9.647736833962634
2026-01-08 14:15:00,6.504965341811173,4.025616086080623,8.984314597541722
2026-01-08 14:30:00,6.244531854364339,3.7571457890453908,8.731917919683287
2026-01-08 14:45:00,6.931084541239737,4.4356875499788035,9.42648153250067
2026-01-08 15:00:00,6.162258177803652,3.658875895760943,8.665640459846362
2026-01-08 15:15:00,6.103576730078894,3.592234547878983,8.614918912278805
2026-01-08 15:30:00,6.334555551073936,3.8152786186689545,8.853832483478918
2026-01-08 15:45:00,6.470408886717683,3.9432221171655994,8.997595656269766
2026-01-08 16:00:00,6.047442173056929,3.5123702462173094,8.58251409989655
2026-01-08 16:15:00,6.28454560323968,3.74161296938923,8.82747823709013
2026-01-08 16:30:00,5.991888595803379,3.4411194791734894,8.54265771243327
2026-01-08 16:45:00,5.935459841245307,3.3768782434837514,8.494041439006862
2026-01-08 17:00:00,6.051363163461063,3.4849928670199355,8.61773345990219
2026-01-08 17:15:00,6.435551306170673,3.861415877622563,9.009686734718784
2026-01-08 17:30:00,6.447355833796142,3.865478627080492,9.029233040511793
2026-01-08 17:45:00,6.967389689400096,4.377793849001627,9.556985529798565
2026-01-08 18:00:00,7.220350008639638,4.623058472700652,9.817641544578624
2026-01-08 18:15:00,7.261654196532142,4.656689699900461,9.866618693163822
2026-01-08 18:30:00,6.887140598417589,4.27452567563184,9.499755521203337
2026-01-08 18:45:00,6.763195903709199,4.1429528919230725,9.383438915495326
2026-01-08 19:00:00,7.050699352297292,4.422850394144393,9.67854831045019
2026-01-08 19:15:00,7.785172785483723,5.149739831884538,10.420605739082907
2026-01-08 19:30:00,8.038975903475958,5.3959807163884435,10.681971090563472
2026-01-08 19:45:00,7.429217065334856,4.778681220450089,10.079752910219623
2026-01-08 20:00:00,6.849453670966501,4.191398560350798,9.507508781582203
2026-01-08 20:15:00,6.803990430265245,4.138437264950118,9.469543595580372
2026-01-08 20:30:00,6.550961070029016,3.877930882550255,9.223991257507777
2026-01-08 20:45:00,6.24776731270605,3.567280959593245,8.928253665818854
2026-01-08 21:00:00,6.1569278344498555,3.469005998667567,8.844849670232144
2026-01-08 21:15:00,5.794788605706259,3.0994517990480497,8.490125412364469
2026-01-08 21:30:00,6.226578240471221,3.523846805907713,8.929309675034728
2026-01-08 21:45:00,6.598237644563901,3.888131758545984,9.30834353058182
2026-01-08 22:00:00,6.556585199634691,3.8391248743529753,9.274045524916406
2026-01-08 22:15:00,6.30688475293359,3.5820898385351785,9.031679667332002
2026-01-08 22:30:00,6.128829360743261,3.39671954750685,8.860939173979672
2026-01-08 22:45:00,5.9505827985201805,3.211177618990518,8.689987978049842
2026-01-08 23:00:00,5.45302255037906,2.70634138146171,8.19970371929641
2026-01-08 23:15:00,6.338913078307579,3.5849751433249426,9.092851013290215
2026-01-08 23:30:00,5.791378551685721,3.030202922395242,8.5525541809762
2026-01-08 23:45:00,5.213891656187266,2.445497254762693,7.982286057611838
2026-01-09 00:00:00,3.7718724550280633,0.9962780560046465,6.54746685405148
2026-01-09 00:15:00,3.8153250733739883,1.0325493055584416,6.5981008411895345
2026-01-09 00:30:00,4.117531058658621,1.3275924070046727,6.907469710312569
2026-01-09 00:45:00,4.385557516066509,1.5884743235168317,7.182640708616186
2026-01-09 01:00:00,4.4229792290617125,1.618769698357001,7.227188759766424
2026-01-09 01:15:00,4.037191577604869,1.225873773060818,6.84850938214892
2026-01-09 01:30:00,4.227822092665584,1.409413941918495,7.046230243412674
2026-01-09 01:45:00,4.602253677050457,1.7767729727721795,7.427734381328734
2026-01-09 02:00:00,5.17715394652373,2.3446183481066307,8.00968954494083
2026-01-09 02:15:00,5.342056317654376,2.502483352867001,8.181629282441751
2026-01-09 02:30:00,5.835543782988369,2.988950849602458,8.682136716374279
2026-01-09 02:45:00,5.534818074587531,2.6812224419770083,8.388413707198055
2026-01-09 03:00:00,5.581433295197002,2.7208521059095703,8.442014484484433
2026-01-09 03:15:00,5.775159378843604,2.907609650145541,8.642709107541666
2026-01-09 03:30:00,5.663137976730018,2.7886366021247486,8.537639351335287
2026-01-09 03:45:00,5.498704880634438,2.6172686313554734,8.380141129913403
2026-01-09 04:00:00,5.2888541064926065,2.400499632971382,8.177208580013831
2026-01-09 04:15:00,5.553648409546851,2.6583922428560145,8.448904576237688
2026-01-09 04:30:00,4.829781897293456,1.9276404505661326,7.73192334402078
2026-01-09 04:45:00,4.778936026881486,1.8699255967070254,7.687946457055947
2026-01-09 05:00:00,4.834386351138851,1.9185231189355556,7.750249583342146
2026-01-09 05:15:00,4.923889893062644,2.0011899264279753,7.846589859697313
2026-01-09 05:30:00,5.309500521195494,2.379979775234214,8.239021267156774
2026-01-09 05:45:00,5.71058745699665,2.7742617756273673,8.646913138365932
2026-01-09 06:00:00,5.5954973041423095,2.652382421382884,8.538612186901736
2026-01-09 06:15:00,5.915927828387792,2.9660393696200256,8.865816287155559
2026-01-09 06:30:00,6.034101004700761,3.077454487914807,8.990747521486716
2026-01-09 06:45:00,6.318274317311211,3.354885154330122,9.2816634802923
2026-01-09 07:00:00,6.510251582389849,3.540135080074661,9.480368084705036
2026-01-09 07:15:00,6.876634535095484,3.89980589653124,9.853463173659726
2026-01-09 07:30:00,7.2253151272580185,4.241789452921112,10.208840801594924
2026-01-09 07:45:00,7.044023527354044,4.053815816261262,10.034231238446825
2026-01-09 08:00:00,6.599520131592936,3.6026452824325674,9.596394980753304
2026-01-09 08:15:00,6.362007877110276,3.358480689355648,9.365535064864904
2026-01-09 08:30:00,5.940946627046499,2.930781802052281,8.951111452040717
2026-01-09 08:45:00,5.795051770453096,2.778263912534725,8.811839628371466
2026-01-09 09:00:00,5.748479330053932,2.7250829475504807,8.771875712557383
2026-01-09 09:15:00,6.220719963600919,3.190729469921739,9.2507104572801
2026-01-09 09:30:00,6.29197686926508,3.255406583920536,9.328547154609625
2026-01-09 09:45:00,6.541643755435153,3.4985079050517545,9.584779605818552
2026-01-09 10:00:00,6.957176158836156,3.9074888781563923,10.00686343951592
2026-01-09 10:15:00,6.8798692901732785,3.823644623040448,9.93609395730611
2026-01-09 10:30:00,6.806717905125724,3.7439698054540536,9.869466004797394
2026-01-09 10:45:00,6.610251380392382,3.540993713122711,9.679509047662053
2026-01-09 11:00:00,6.733858766335238,3.6581053083765354,9.80961222429394
2026-01-09 11:15:00,6.469147258091235,3.386911699248245,9.551382816934225
2026-01-09 11:30:00,6.992510268655578,3.9038062125428206,10.081214324768336
2026-01-09 11:45:00,6.896893488520898,3.8017344534633053,9.99205252357849
2026-01-09 12:00:00,7.094920784652789,3.9933202045732243,10.196521364732353
2026-01-09 12:15:00,7.080391300220676,3.9723625255145714,10.188420074926782
2026-01-09 12:30:00,7.209850195978257,4.095406494375613,10.324293897580901
2026-01-09 12:45:00,7.074632212759516,3.9537867701745064,10.195477655344526
2026-01-09 13:00:00,6.861623969621799,3.7343898909901934,9.988858048253404
2026-01-09 13:15:00,6.113783794170734,2.9801741042753713,9.247393484066098
2026-01-09 13:30:00,6.547843790747774,3.4078714350323045,9.687816146463245
2026-01-09 13:45:00,7.1333859911953805,3.9870638365664877,10.279708145824273
2026-01-09 14:00:00,7.176450523993595,4.023791359611907,10.329109688375283
2026-01-09 14:15:00,6.504965341811173,3.3459818798710677,9.663948803751278
2026-01-09 14:30:00,6.244531854364339,3.0792367308628457,9.409826977865832
2026-01-09 14:45:00,6.931084541239737,3.7594903167347202,10.102678765744754
2026-01-09 15:00:00,6.162258177803652,2.984377338161482,9.340139017445821
2026-01-09 15:15:00,6.103576730078894,2.9194216872117806,9.287731772946007
2026-01-09 15:30:00,6.334555551073936,3.1441386436671133,9.524972458480757
2026-01-09 15:45:00,6.470408886717683,3.2737423809466235,9.667075392488742
2026-01-09 16:00:00,6.047442173056929,2.8445382632947585,9.2503460828191
2026-01-09 16:15:00,6.28454560323968,3.0754164127549712,9.493674793724388
2026-01-09 16:30:00,5.991888595803379,2.7765461774484868,9.207231014158271
2026-01-09 16:45:00,5.935459841245307,2.71391617813541,9.157003504355204
2026-01-09 17:00:00,6.051363163461063,2.8236301696440744,9.279096157278051
2026-01-09 17:15:00,6.435551306170673,3.201640827288176,9.66946178505317
2026-01-09 17:30:00,6.447355833796142,3.2072796477355023,9.687432019856782
2026-01-09 17:45:00,6.967389689400096,3.721159506937905,10.213619871862287
2026-01-09 18:00:00,7.220350008639638,3.967977474076638,10.47272254320264
2026-01-09 18:15:00,7.261654196532142,4.003150888319766,10.520157504744517
2026-01-09 18:30:00,6.887140598417589,3.62251802977627,10.151763167058908
2026-01-09 18:45:00,6.763195903709199,3.4924655232385784,10.033926284179818
2026-01-09 19:00:00,7.050699352297292,3.773872544578469,10.327526160016115
2026-01-09 19:15:00,7.785172785483723,4.502260871673671,11.068084699293774
2026-01-09 19:30:00,8.038975903475958,4.749990141894248,11.327961665057668
2026-01-09 19:45:00,7.429217065334856,4.1341686520428045,10.724265478626908
2026-01-09 20:00:00,6.849453670966501,3.5483537403388756,10.150553601594126
2026-01-09 20:15:00,6.803990430265245,3.4968500555546473,10.111130804975843
2026-01-09 20:30:00,6.550961070029016,3.2377912639230577,9.864130876134976
2026-01-09 20:45:00,6.24776731270605,2.928579027877447,9.566955597534653
2026-01-09 21:00:00,6.1569278344498555,2.8317319640995553,9.482123704800156
2026-01-09 21:15:00,5.794788605706259,2.4635959840997073,9.12598122731281
2026-01-09 21:30:00,6.226578240471221,2.8893996434678817,9.56375683747456
2026-01-09 21:45:00,6.598237644563901,3.2550837901401444,9.941391498987658
2026-01-09 22:00:00,6.556585199634691,3.207466748400148,9.905703650869235
2026-01-09 22:15:00,6.30688475293359,2.951812308641082,9.661957197226098
2026-01-09 22:30:00,6.128829360743261,2.767813470792403,9.489845250694119
2026-01-09 22:45:00,5.9505827985201805,2.583633954454771,9.317531642585589
2026-01-09 23:00:00,5.45302255037906,2.0801511883783332,8.825893912379787
2026-01-09 23:15:00,6.338913078307579,2.960129579671437,9.717696576943721
2026-01-09 23:30:00,5.791378551685721,2.4066932433140362,9.176063860057406
2026-01-09 23:45:00,5.213891656187266,1.8233148110533328,8.604468501321199
